,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,LATITUDE,LONGITUDE,TRAUMA
6066,RIO GRANDE REGIONAL HOSPITAL,101 E RIDGE ROAD,MCALLEN,TX,78503,(956) 632-6000,GENERAL ACUTE CARE,OPEN,26.1863624900001,-98.2207737699999,LEVEL III
6067,RIVER OAKS HOSPITALS AND CLINICS,4200 TWELVE OAKS DRIVE,HOUSTON,TX,77027,(713) 330-3887,GENERAL ACUTE CARE,OPEN,29.73106698,-95.4450385,NOT AVAILABLE
6068,ROLLING PLAINS MEMORIAL HOSPITAL,200 EAST ARIZONA,SWEETWATER,TX,79556,(325) 235-1701,GENERAL ACUTE CARE,OPEN,32.45321238,-100.39731666,LEVEL IV
6069,ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVENUE,ROUND ROCK,TX,78681,(512) 341-1000,GENERAL ACUTE CARE,OPEN,30.51110777,-97.7136083999999,LEVEL II
6070,SABINE COUNTY HOSPITAL,2301 WORTH ST,HEMPHILL,TX,75948,(409) 787-3300,CRITICAL ACCESS,OPEN,31.33380873,-93.86296451,LEVEL IV
6071,SAINT CAMILLUS MEDICAL CENTER,1612 HURST TOWN CENTER DR,HURST,TX,76054,(817) 519-3700,GENERAL ACUTE CARE,OPEN,32.8430169100001,-97.18803686,NOT AVAILABLE
6072,SCENIC MOUNTAIN MEDICAL CENTER - A STEWARD FAMILY HOSPITAL,1601 WEST ELEVENTH PLACE,BIG SPRING,TX,79720,(432) 268-4903,GENERAL ACUTE CARE,OPEN,32.2363778500001,-101.49167553,LEVEL IV
6073,SCHLEICHER COUNTY MEDICAL CENTER,102 NORTH HIGHWAY 277,ELDORADO,TX,76936,(325) 853-2507,CRITICAL ACCESS,OPEN,30.8630019400001,-100.60299406,LEVEL IV
6074,SE TEXAS ER AND HOSPITAL,19211 MCKAY BLVD,HUMBLE,TX,77338,(281) 883-5500,SPECIAL,OPEN,29.99867547,-95.27622266,NOT AVAILABLE
6075,SELECT REHABILITATION HOSPITAL OF DENTON,2620 SCRIPTURE STREET,DENTON,TX,76201,(940) 297-6500,REHABILITATION,OPEN,33.2199409200001,-97.16784483,NOT AVAILABLE
6076,SELECT SPECIALTY HOSPITAL - DALLAS,2329 PARKER RD,CARROLLTON,TX,75010,(469) 892-1400,LONG TERM CARE,OPEN,33.04566135,-96.8648597499999,NOT AVAILABLE
6077,SELECT SPECIALTY HOSPITAL - DOWNTOWN DALLAS,"3500 GASTON AVENUE, 3RD AND 4TH FLOORS",DALLAS,TX,75246,(972) 227-0093,LONG TERM CARE,OPEN,32.79026509,-96.78029041,NOT AVAILABLE
6078,"SELECT SPECIALTY HOSPITAL - LONGVIEW, INC","700 EAST MARSHALL AVENUE, 1ST AND GROUND FLOORS",LONGVIEW,TX,75601,(903) 315-1105,LONG TERM CARE,OPEN,32.5005119100001,-94.73066699,NOT AVAILABLE
6079,SETON MEDICAL CENTER HARKER HEIGHTS,850 WEST CENTRAL TEXAS EXPRESSWAY,HARKER HEIGHTS,TX,76548,(254) 690-0900,GENERAL ACUTE CARE,OPEN,31.07260368,-97.68292543,LEVEL IV
6080,SEYMOUR HOSPITAL,200 STADIUM DRIVE,SEYMOUR,TX,76380,(940) 889-5572,GENERAL ACUTE CARE,OPEN,33.5901706600001,-99.24869746,LEVEL IV
6081,SHAMROCK GENERAL HOSPITAL,1000 SOUTH MAIN,SHAMROCK,TX,79079,(806) 256-2114,CRITICAL ACCESS,OPEN,35.1989674000001,-100.24811937,LEVEL IV
6082,SHANNON MEDICAL CENTER,120 E HARRIS AVE,SAN ANGELO,TX,76903,(325) 653-6741,GENERAL ACUTE CARE,OPEN,31.4652478400001,-100.43489316,LEVEL III
6083,SHANNON MEDICAL CENTER SOUTH,3501 KNICKERBOCKER RD,SAN ANGELO,TX,76904,(325) 949-9511,GENERAL ACUTE CARE,OPEN,31.4182765400001,-100.46981405,LEVEL III
6084,SHANNON MEDICAL CENTER ST JOHNS CAMPUS,2018 PULLIAM STREET,SAN ANGELO,TX,76905,(325) 653-6741,REHABILITATION,OPEN,31.4717117000001,-100.40244377,NOT AVAILABLE
6085,SHANNON REHABILITATION HOSPITAL AN AFFILIATE OF ENCOMPASS HEALTH,6046 APPALOOSA TRAIL,SAN ANGELO,TX,76901,(325) 284-4000,REHABILITATION,OPEN,31.4303477,-100.51827933,NOT AVAILABLE
6086,SHRINERS HOSPITALS FOR CHILDREN,815 MARKET STREET,GALVESTON,TX,77550,(409) 770-6600,CHILDREN,OPEN,29.3094949000001,-94.77699095,NOT AVAILABLE
6087,SOLARA SPECIALTY HOSPITALS HARLINGEN,508 VICTORIA LANE,HARLINGEN,TX,78550,(956) 425-9600,LONG TERM CARE,OPEN,26.1598265700001,-97.6727452599999,NOT AVAILABLE
6088,SOLARA SPECIALTY HOSPITALS HARLINGEN - BROWNSVILLE,333 LORENALY DRIVE,BROWNSVILLE,TX,78520,(956) 546-0808,LONG TERM CARE,OPEN,25.9738093400001,-97.50988921,NOT AVAILABLE
6089,SOLARA SPECIALTY HOSPITALS MCALLEN,"301 WEST EXPRESSWAY 83, 8TH FLOOR",MCALLEN,TX,78503,(956) 632-4880,LONG TERM CARE,OPEN,26.1865964400001,-98.2257800899999,NOT AVAILABLE
6090,SOUTH PLAINS REHAB HOSPITAL - AN AFFILIATE OF UMC AND ENCOMPASS,5406 COLGATE STREET,LUBBOCK,TX,79416,(806) 507-3500,SPECIAL,OPEN,33.60288984,-101.92845837,NOT AVAILABLE
6091,SOUTH TEXAS HEALTH SYSTEM BEHAVIORAL,2102 WEST TRENTON ROAD,EDINBURG,TX,78503,(956) 388-1300,SPECIAL,OPEN,26.2620492500001,-98.1903685999999,NOT AVAILABLE
6092,SOUTH TEXAS HEALTH SYSTEM EDINBURG,1102 WEST TRENTON ROAD,EDINBURG,TX,78539,(956) 388-6000,GENERAL ACUTE CARE,OPEN,26.2611905300001,-98.1826665999999,LEVEL IV
6093,SOUTH TEXAS HEALTH SYSTEM HEART,1900 SOUTH D STREET,MCALLEN,TX,78503,(956) 994-2000,SPECIAL,OPEN,26.1838146000001,-98.2183074,LEVEL IV
6094,SOUTH TEXAS HEALTH SYSTEM MCALLEN,301 WEST EXPRESSWAY 83,MCALLEN,TX,78503,(956) 632-4000,GENERAL ACUTE CARE,OPEN,26.1869500500001,-98.22594544,LEVEL II
6095,SOUTH TEXAS REHABILITATION HOSPITAL,425 EAST ALTON GLOOR BOULEVARD,BROWNSVILLE,TX,78526,(956) 554-6000,REHABILITATION,OPEN,25.9806431600001,-97.5105602199999,NOT AVAILABLE
6096,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BOULEVARD,SAN ANTONIO,TX,78258,(210) 507-4091,SPECIAL,OPEN,29.61325343,-98.47736715,NOT AVAILABLE
6097,SOUTH TEXAS SURGICAL HOSPITAL,6130 PARKWAY DRIVE,CORPUS CHRISTI,TX,78414,(361) 993-2000,GENERAL ACUTE CARE,OPEN,27.68604136,-97.37554712,NOT AVAILABLE
6098,SPRING HOSPITAL,20635 KUYKENDAHL ROAD,SPRING,TX,77379,(346) 331-4040,GENERAL ACUTE CARE,OPEN,30.0709755500001,-95.51194911,NOT AVAILABLE
6099,ST DAVIDS GEORGETOWN HOSPITAL - A ST DAVIDS MEDICAL CENTER FACILITY,2000 SCENIC DRIVE,GEORGETOWN,TX,78626,(512) 943-3000,GENERAL ACUTE CARE,OPEN,30.62609475,-97.6887124799999,LEVEL IV
6100,ST DAVIDS MEDICAL CENTER,919 E 32ND STREET,AUSTIN,TX,78705,(512) 476-7111,GENERAL ACUTE CARE,OPEN,30.2898922100001,-97.7260463699999,LEVEL IV
6101,ST DAVIDS REHABILITATION HOSPITAL - A ST DAVIDS MEDICAL CENTER,1005 EAST 32ND STREET,AUSTIN,TX,78705,(512) 544-5100,REHABILITATION,OPEN,30.28968932,-97.72498576,NOT AVAILABLE
6102,ST DAVIDS SOUTH AUSTIN MEDICAL CENTER,901 W BEN WHITE BLVD,AUSTIN,TX,78704,(512) 447-2211,GENERAL ACUTE CARE,OPEN,30.2259300600001,-97.77459614,LEVEL II
6103,ST DAVIDS SURGICAL HOSPITAL A CAMPUS OF NORTH AUSTIN MEDICAL CTR,1201 W LOUIS HENNA BLVD,AUSTIN,TX,78681,(512) 901-1000,SPECIAL,OPEN,30.47714096,-97.69045862,NOT AVAILABLE
6104,ST JOSEPH MEDICAL CENTER,1401 ST JOSEPH PARKWAY,HOUSTON,TX,77002,(713) 756-5007,GENERAL ACUTE CARE,OPEN,29.74811613,-95.36614814,LEVEL III
6105,ST JOSEPH REGIONAL HEALTH CENTER,2801 FRANCISCAN DRIVE,BRYAN,TX,77802,(979) 776-3777,GENERAL ACUTE CARE,OPEN,30.6561370100001,-96.3459729099999,LEVEL II
6106,ST LUKES BAPTIST HOSPITAL,7930 FLOYD CURL DRIVE,SAN ANTONIO,TX,78229,(210) 297-5600,GENERAL ACUTE CARE,OPEN,29.5125494100001,-98.5749108699999,LEVEL IV
6107,ST LUKES HOSPITAL AT THE VINTAGE,20171 CHASEWOOD PARK DR,HOUSTON,TX,77070,(832) 534-5100,GENERAL ACUTE CARE,OPEN,29.98914519,-95.56761826,NOT AVAILABLE
6108,ST LUKES LAKESIDE HOSPITAL LLC,17400 ST LUKES WAY,THE WOODLANDS,TX,77384,(936) 266-9110,GENERAL ACUTE CARE,OPEN,30.2032953400001,-95.4573865199999,NOT AVAILABLE
6109,ST LUKES PATIENTS MEDICAL CENTER,4600 EAST SAM HOUSTON PARKWAY SOUTH,PASADENA,TX,77505,(713) 948-7000,GENERAL ACUTE CARE,OPEN,29.6410979400001,-95.1622144,NOT AVAILABLE
6110,ST LUKES SUGAR LAND HOSPITAL,1317 LAKE POINTE PARKWAY,SUGAR LAND,TX,77478,(281) 637-7000,GENERAL ACUTE CARE,OPEN,29.60445437,-95.62032464,NOT AVAILABLE
6111,ST LUKES THE WOODLANDS HOSPITAL,17200 ST LUKES WAY,THE WOODLANDS,TX,77384,(936) 266-2000,GENERAL ACUTE CARE,OPEN,30.2057017700001,-95.45813315,NOT AVAILABLE
6112,ST MARKS MEDICAL CENTER,1 ST MARKS PLACE,LA GRANGE,TX,78945,(979) 242-2102,GENERAL ACUTE CARE,OPEN,29.9357528,-96.87624706,NOT AVAILABLE
6113,ST MICHAELS ELITE HOSPITAL,"16000 SOUTHWEST FREEWAY, SUITE 100",SUGAR LAND,TX,77479,(281) 980-4357,SPECIAL,OPEN,29.5981021000001,-95.6243564,NOT AVAILABLE
6114,STARR COUNTY MEMORIAL HOSPITAL,128 NORTH FM ROAD 3167,RIO GRANDE CITY,TX,78582,(956) 487-5561,GENERAL ACUTE CARE,OPEN,26.3764321100001,-98.85835917,LEVEL IV
6115,STAT SPECIALTY HOSPITAL,2600 VETERANS BLVD,DEL RIO,TX,78840,(830) 498-3000,SPECIAL,OPEN,29.40005854,-100.90590004,NOT AVAILABLE
6116,STAT SPECIALTY HOSPITAL OF EAGLE PASS,2114 N VETERANS BLVD,EAGLE PASS,TX,78852,(830) 522-3000,SPECIAL,OPEN,28.7204202,-100.4759701,NOT AVAILABLE
6117,STAT SPECIALTY HOSPITAL OF LAREDO,2502 NE BOB BULLOCK LOOP,LAREDO,TX,78045,(956) 791-3000,SPECIAL,OPEN,27.6134896,-99.4696117999999,NOT AVAILABLE
6118,STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA,BRECKENRIDGE,TX,76424,(254) 559-2241,GENERAL ACUTE CARE,OPEN,32.75395574,-98.88721085,LEVEL IV
6119,STONEWALL MEMORIAL HOSPITAL,821 N BROADWAY,ASPERMONT,TX,79502,(940) 989-3551,CRITICAL ACCESS,OPEN,33.15056005,-100.2291844,LEVEL IV
6120,SUGARLAND REHAB HOSPITAL,7622 BRANFORD PL,SUGAR LAND,TX,77479,(281) 766-9002,SPECIAL,OPEN,29.58725739,-95.64269436,NOT AVAILABLE
6121,SURGERY SPECIALTY HOSPITALS OF AMERICA SOUTHEAST HOUSTON,4301-B VISTA,PASADENA,TX,77504,(713) 378-3000,GENERAL ACUTE CARE,OPEN,29.65912193,-95.1779565099999,NOT AVAILABLE
6122,SWEENY COMMUNITY HOSPITAL,305 NORTH MCKINNEY STREET,SWEENY,TX,77480,(979) 548-1598,CRITICAL ACCESS,OPEN,29.04783467,-95.69183141,LEVEL IV
6123,SWISHER MEMORIAL HOSPITAL,539 SE 2ND ST,TULIA,TX,79088,(806) 995-3581,CRITICAL ACCESS,OPEN,34.5359595800001,-101.75560512,LEVEL IV
6124,TEXARKANA EMERGENCY CENTER AND HOSPITAL,4646 COWHORN CREEK RD,TEXARKANA,TX,75503,(713) 660-0557,SPECIAL,OPEN,33.458111,-94.0756593,NOT AVAILABLE
6125,TEXAS CHILDRENS HOSPITAL,6621 FANNIN STREET,HOUSTON,TX,77030,(832) 824-1000,CHILDREN,OPEN,29.7077784800001,-95.4016526299999,LEVEL I
6126,TEXAS CHILDRENS HOSPITAL - THE WOODLANDS,17600 INTERSTATE 45 SOUTH,THE WOODLANDS,TX,77384,(936) 267-5000,CHILDREN,OPEN,30.2005193000001,-95.4575739699999,LEVEL IV
6127,TEXAS CHILDRENS HOSPITAL WEST CAMPUS,18200 KATY FREEWAY,HOUSTON,TX,77094,(832) 227-1000,CHILDREN,OPEN,29.78775625,-95.69305012,LEVEL IV
6128,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 W RANDOL MILL RD,ARLINGTON,TX,76012,(817) 960-6535,GENERAL ACUTE CARE,OPEN,32.7488972900001,-97.11581999,LEVEL IV
6129,TEXAS HEALTH CENTER FOR DIAGNOSTICS AND SURGERY PLANO,6020 WEST PARKER ROAD,PLANO,TX,75093,(972) 403-2700,GENERAL ACUTE CARE,OPEN,33.0440705600001,-96.83176815,NOT AVAILABLE
6130,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,10864 TEXAS HEALTH TRL,FORT WORTH,TX,76244,(682) 212-2000,GENERAL ACUTE CARE,OPEN,32.93068061,-97.30991228,LEVEL III
6131,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,108 DENVER TRL,AZLE,TX,76020,(817) 444-8600,GENERAL ACUTE CARE,OPEN,32.88096648,-97.5330986499999,LEVEL IV
6132,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,TX,76033,(817) 641-2551,GENERAL ACUTE CARE,OPEN,32.33199753,-97.4385603699999,LEVEL IV
6133,TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,1301 PENNSYLVANIA AVE,FORT WORTH,TX,76104,(817) 250-2000,GENERAL ACUTE CARE,OPEN,32.73675567,-97.33899698,LEVEL II
6134,TEXAS HEALTH HARRIS METHODIST HOSPITAL HURST - EULESS - BEDFORD,1600 HOSPITAL PKWY,BEDFORD,TX,76022,(817) 848-4602,GENERAL ACUTE CARE,OPEN,32.8351549700001,-97.1231367,LEVEL III
6135,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1545 E SOUTHLAKE BLVD,SOUTHLAKE,TX,76092,(817) 748-8780,GENERAL ACUTE CARE,OPEN,32.9395134800001,-97.1281399699999,NOT AVAILABLE
6136,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST FORT WORTH,6100 HARRIS PKWY,FORT WORTH,TX,76132,(817) 433-5000,GENERAL ACUTE CARE,OPEN,32.6578356100001,-97.42107595,NOT AVAILABLE
6137,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILLE,411 N BELKNAP ST,STEPHENVILLE,TX,76401,(254) 965-1500,GENERAL ACUTE CARE,OPEN,32.2229638800001,-98.20439992,LEVEL IV
6138,TEXAS HEALTH HEART AND VASCULAR HOSPITAL ARLINGTON,811 WRIGHT ST,ARLINGTON,TX,76012,(817) 960-3500,GENERAL ACUTE CARE,OPEN,32.7488153200001,-97.1156069799999,NOT AVAILABLE
6139,TEXAS HEALTH HOSPITAL CLEARFORK,5400 CLEARFORK MAIN ST,FORT WORTH,TX,76109,(817) 433-7010,GENERAL ACUTE CARE,OPEN,32.7072748200001,-97.40212717,NOT AVAILABLE
6140,TEXAS HEALTH HOSPITAL FRISCO,12400 DALLAS PKWY,FRISCO,TX,75033,(469) 495-2000,GENERAL ACUTE CARE,OPEN,33.1813799,-96.838899,NOT AVAILABLE
6141,TEXAS HEALTH HOSPITAL MANSFIELD,2300 LONE STAR ROAD,MANSFIELD,TX,76063,(682) 341-5000,GENERAL ACUTE CARE,OPEN,32.53675421,-97.09949118,NOT AVAILABLE
6142,TEXAS HEALTH HOSPITAL ROCKWALL,3150 HORIZON ROAD,ROCKWALL,TX,75032,(469) 698-1000,GENERAL ACUTE CARE,OPEN,32.8842895000001,-96.46622551,NOT AVAILABLE
6143,TEXAS HEALTH HUGULEY HOSPITAL,11801 SOUTH FREEWAY,BURLESON,TX,76028,(817) 293-9110,GENERAL ACUTE CARE,OPEN,32.58662808,-97.31695511,LEVEL IV
6144,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPY N,ALLEN,TX,75013,(972) 747-1000,GENERAL ACUTE CARE,OPEN,33.1159773200001,-96.67310105,LEVEL IV
6145,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,8200 WALNUT HILL LN,DALLAS,TX,75231,(214) 345-6789,GENERAL ACUTE CARE,OPEN,32.8811341800001,-96.76243766,LEVEL II
6146,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 I 35 NORTH,DENTON,TX,76201,(940) 898-7191,GENERAL ACUTE CARE,OPEN,33.21761538,-97.16658896,NOT AVAILABLE
6147,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,4400 LONG PRAIRIE ROAD,FLOWER MOUND,TX,75028,(469) 322-7000,GENERAL ACUTE CARE,OPEN,33.0455189900001,-97.0677567399999,NOT AVAILABLE
6148,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL DRIVE,KAUFMAN,TX,75142,(972) 932-7200,GENERAL ACUTE CARE,OPEN,32.59216961,-96.3185202499999,LEVEL IV
6149,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,PLANO,TX,75093,(972) 981-8000,GENERAL ACUTE CARE,OPEN,33.0436635500001,-96.83647095,LEVEL II
6150,TEXAS HEALTH SPECIALTY HOSPITAL FORT WORTH,1301 PENNSYLVANIA AVENUE 4TH FLOOR,FORT WORTH,TX,76104,(817) 250-5500,LONG TERM CARE,OPEN,32.73670911,-97.33988601,NOT AVAILABLE
6151,TEXAS INSTITUTE FOR SURGERY AT TEXAS HEALTH PRESBYTERIAN DALLAS,7115 GREENVILLE AVENUE,DALLAS,TX,75231,(214) 647-5300,SPECIAL,OPEN,32.87687764,-96.76226157,NOT AVAILABLE
6152,TEXAS NEUROREHAB CENTER,"1106 WEST DITTMAR, BUILDING 9",AUSTIN,TX,78745,(512) 444-4835,LONG TERM CARE,OPEN,30.18930118,-97.80737637,NOT AVAILABLE
6153,TEXAS ORTHOPEDIC HOSPITAL,7401 SOUTH MAIN,HOUSTON,TX,77030,(713) 794-3498,GENERAL ACUTE CARE,OPEN,29.70021194,-95.4090686,NOT AVAILABLE
6154,TEXAS REHABILITATION HOSPITAL OF ARLINGTON,900 W ARBROOK BLVD,ARLINGTON,TX,76015,(682) 304-6000,REHABILITATION,OPEN,32.68212164,-97.11936982,NOT AVAILABLE
6155,TEXAS REHABILITATION HOSPITAL OF FORT WORTH,425 ALABAMA AVENUE,FORT WORTH,TX,76104,(817) 820-3400,REHABILITATION,OPEN,32.74074231,-97.34137684,NOT AVAILABLE
6156,TEXAS REHABILITATION HOSPITAL OF KELLER,791 S MAIN STREET,KELLER,TX,76248,(817) 562-9700,REHABILITATION,OPEN,32.9224284200001,-97.25352434,NOT AVAILABLE
6157,TEXAS RURAL HOSPITALS,300 EAST CROCKETT,CLEVELAND,TX,77327,(281) 592-5410,GENERAL ACUTE CARE,OPEN,30.34178279,-95.0853071,NOT AVAILABLE
6158,TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,2222 WELBORN STREET,DALLAS,TX,75219,(214) 559-5000,CHILDREN,OPEN,32.8019769000001,-96.81431331,NOT AVAILABLE
6159,TEXAS SURGICAL HOSPITAL,2301 MARSH LANE,PLANO,TX,75093,(972) 820-2600,GENERAL ACUTE CARE,OPEN,33.03172907,-96.85401854,NOT AVAILABLE
6160,TEXAS VISTA MEDICAL CENTER,7400 BARLITE BOULEVARD,SAN ANTONIO,TX,78224,(210) 921-2000,GENERAL ACUTE CARE,OPEN,32.81198031,-96.83973141,LEVEL IV
6161,TEXOMA MEDICAL CENTER,5016 SOUTH US HIGHWAY 75,DENISON,TX,75020,(903) 416-4000,GENERAL ACUTE CARE,OPEN,33.70971782,-96.58508703,LEVEL III
6162,THE COLONY ER HOSPITAL,4780 STATE HWY 121,THE COLONY,TX,75056,(214) 469-2500,SPECIAL,OPEN,33.0661757,-96.8852838,NOT AVAILABLE
6163,THE CORPUS CHRISTI MEDICAL CENTER - BAY AREA,7101 SOUTH PADRE ISLAND DRIVE,CORPUS CHRISTI,TX,78412,(361) 761-1200,GENERAL ACUTE CARE,OPEN,27.6932807000001,-97.3454135599999,LEVEL III
6164,THE CORPUS CHRISTI MEDICAL CENTER - DOCTORS REGIONAL,3315 SOUTH ALAMEDA,CORPUS CHRISTI,TX,78411,(361) 761-1400,GENERAL ACUTE CARE,OPEN,27.75277054,-97.38919228,LEVEL IV
6165,THE CORPUS CHRISTI MEDICAL CENTER - NORTHWEST,13725 NORTHWEST BLVD,CORPUS CHRISTI,TX,78410,(361) 767-4300,REHABILITATION,OPEN,27.85491733,-97.63542317,LEVEL IV
6166,THE CORPUS CHRISTI MEDICAL CENTER - THE HEART HOSPITAL,7002 WILLIAMS DRIVE,CORPUS CHRISTI,TX,78413,(361) 761-6800,SPECIAL,OPEN,27.6927345400001,-97.34576165,LEVEL IV
6167,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,"5656 BEE CAVES ROAD, SUITE M-302",AUSTIN,TX,78746,(512) 327-0000,GENERAL ACUTE CARE,OPEN,30.2953213800001,-97.82458178,NOT AVAILABLE
6168,THE HOSPITALS OF PROVIDENCE EAST CAMPUS,3280 JOE BATTLE BOULEVARD,EL PASO,TX,79938,(915) 832-2000,GENERAL ACUTE CARE,OPEN,31.79037063,-106.26450553,LEVEL III
6169,THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS,"13600 HORIZON BOULEVARD, SUITE 100",HORIZON CITY,TX,79928,(915) 407-7878,SPECIAL,OPEN,31.68185462,-106.20802371,NOT AVAILABLE
6170,THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,2001 NORTH OREGON STREET,EL PASO,TX,79902,(915) 577-6011,GENERAL ACUTE CARE,OPEN,31.77100376,-106.49987345,LEVEL III
6171,THE HOSPITALS OF PROVIDENCE NORTHEAST CAMPUS,11274 MCCOMBS STREET,EL PASO,TX,79934,(281) 292-2450,SPECIAL,OPEN,31.9377937900001,-106.40669076,NOT AVAILABLE
6172,THE HOSPITALS OF PROVIDENCE SIERRA CAMPUS,1625 MEDICAL CENTER DRIVE,EL PASO,TX,79902,(915) 747-4000,GENERAL ACUTE CARE,OPEN,31.7774924300001,-106.48086745,LEVEL IV
6173,THE HOSPITALS OF PROVIDENCE SPINE AND PAIN MANAGEMENT CENTER,1755 CURIE DRIVE SUITE A,EL PASO,TX,79902,(915) 747-1300,GENERAL ACUTE CARE,OPEN,31.7804314000001,-106.4774909,NOT AVAILABLE
6174,THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,2000 TRANSMOUNTAIN RD,EL PASO,TX,79911,(915) 877-8136,GENERAL ACUTE CARE,OPEN,31.9045744800001,-106.56496276,LEVEL IV
6175,THE MEDICAL CENTER OF SOUTHEAST TEXAS,2555 JIMMY JOHNSON BLVD,PORT ARTHUR,TX,77640,(409) 853-5902,GENERAL ACUTE CARE,OPEN,29.9355020300001,-93.98953453,LEVEL IV
6176,THE MEDICAL CENTER OF SOUTHEAST TEXAS BEAUMONT CAMPUS,6025 METROPOLITAN DR,BEAUMONT,TX,77706,(409) 853-5902,GENERAL ACUTE CARE,OPEN,30.1121411,-94.16975617,NOT AVAILABLE
6177,THE PHYSICIANS CENTRE HOSPITAL,3131 UNIVERSITY DRIVE EAST,BRYAN,TX,77802,(979) 731-3930,GENERAL ACUTE CARE,OPEN,30.6503293800001,-96.29771227,NOT AVAILABLE
6178,THE WOMANS HOSPITAL OF TEXAS,7600 FANNIN STREET,HOUSTON,TX,77054,(713) 790-1234,GENERAL ACUTE CARE,OPEN,29.6929502200001,-95.4024042299999,LEVEL IV
6179,THROCKMORTON COUNTY MEMORIAL HOSPITAL,802 NORTH MINTER AVENUE,THROCKMORTON,TX,76483,(940) 849-2151,CRITICAL ACCESS,OPEN,33.1899041400001,-99.17664894,LEVEL IV
6180,TIRR MEMORIAL HERMANN,1333 MOURSUND STREET,HOUSTON,TX,77030,(713) 799-5000,REHABILITATION,OPEN,29.7093368000001,-95.39403896,NOT AVAILABLE
6181,TITUS REGIONAL MEDICAL CENTER,2001 NORTH JEFFERSON,MOUNT PLEASANT,TX,75455,(903) 577-6000,GENERAL ACUTE CARE,OPEN,33.1755993900001,-94.97117494,LEVEL III
6182,TMC BEHAVIORAL HEALTH CENTER,2601 CORNERSTONE DRIVE,SHERMAN,TX,75090,(903) 416-3000,PSYCHIATRIC,OPEN,33.66354355,-96.6133592799999,NOT AVAILABLE
6183,TMC BONHAM HOSPITAL,504 LIPSCOMB,BONHAM,TX,75418,(903) 583-8585,CRITICAL ACCESS,OPEN,33.57832798,-96.1666458299999,LEVEL IV
6184,TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,HOUSTON,TX,77090,(281) 943-7400,SPECIAL,OPEN,30.0188957,-95.44394499,NOT AVAILABLE
6185,TOWNSEN MEMORIAL HOSPITAL,1475 FM 1960 BYPASS E,HUMBLE,TX,77338,(281) 369-9001,GENERAL ACUTE CARE,OPEN,30.00477713,-95.2524783,NOT AVAILABLE
6186,TRINITY REGIONAL HOSPITAL SACHSE,4750 PRESIDENT GEORGE BUSH HIGHWAY,SACHSE,TX,75048,(469) 298-2599,GENERAL ACUTE CARE,OPEN,32.9524838900001,-96.57922094,NOT AVAILABLE
6187,TRUSTED MEDICAL CENTERS MANSFIELD,"1710 HWY 287 N, SUITE 300",MANSFIELD,TX,76063,(817) 225-4810,SPECIAL,OPEN,32.5903414000001,-97.13992308,NOT AVAILABLE
6188,TRUSTPOINT REHABILITATION HOSPITAL OF LUBBOCK,4302 PRINCETON STREET,LUBBOCK,TX,79415,(806) 749-2222,REHABILITATION,OPEN,33.61709402,-101.90315704,NOT AVAILABLE
6189,TYLER CONTINUE CARE HOSPITAL,800 E DAWSON 4TH FLOOR,TYLER,TX,75701,(903) 531-4943,LONG TERM CARE,OPEN,32.3426274300001,-95.2908500199999,NOT AVAILABLE
6190,TYLER COUNTY HOSPITAL,1100 WEST BLUFF STREET,WOODVILLE,TX,75979,(409) 283-6400,SPECIAL,OPEN,30.7760358200001,-94.42763632,LEVEL IV
6191,UNITED MEMORIAL MEDICAL CENTER,510 WEST TIDWELL ROAD,HOUSTON,TX,77091,(281) 618-8505,GENERAL ACUTE CARE,OPEN,29.8478127700001,-95.40845777,LEVEL IV
